name,price,condition,toeStyle,style,features,handmade,character,color,material,brand,occasion,sockLength,pattern,garmentCare,sizeType,theme,availability
5 Pairs Winter Nordic Wool Blend Cashmere Thick Warm Knitted Thermal Crew Socks,GBP 6.89,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Everyday,,,,,Wool Blend,Unbranded,Casual,,,,Regular,,43 sold
New QuikSilver Men's 5 Pair Multi-Styled Crew Socks Sizes 6-12,US $16.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Awesome Socks,Crew Socks,"Cushioned, Crew Socks, Multicolor",No,Quicksilver,"Solid White, Solid Black, Dark Blue/Gray, Orange/Gray",87% Polyester/ 7% cotton/ 4% Elastodiene/ 2% Elastane,Quiksilver,Active / Life,Crew,See Pictures: Multicolor / All White,Machine Washable,Regular,Quicksilver,22 sold
5Pair Mens Five Finger Toe Orthopedic Compression Socks Winter Casual Breathable,GBP 5.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Compression,"All Seasons, Breathable, Thermal, Orthopedic Compression Socks",,,,Cotton Polyester Blend,Unbranded,"Business, Casual, Formal, Workwear",Mid Calf,,Machine Washable,Regular,Daily Life,14 sold
3 Pairs No Slip Gripper Socks -Yoga Pilates Fitness Antimicrobial BLACK,AU $19.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Non Slip Socks / Yoga Socks,,,,,,SafeStep,,Low Cut,,Machine Washable,,,108 sold
2Pairs Mens Floor Socks Winter Warm Soft Fleece Thick Bed Sock Non Slip Slipper,GBP 4.89,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Winter socks,"Non-Slip, Thermal",,,,Double-faced Fleece,Unbranded,Casual,,Solid,,,,48 sold
"3 Pairs Best Super Extreme Heavy Duty Bamboo Socks Work Socks,Men 6-11,Blue,AUS",AU $25.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Outdoor Socks,"All Seasons, Antibacterial, Breathable",,,,Bamboo,Aussies Favorite,,Mid Calf,,,Regular,"Classic, Nature, Outdoor",18 sold
"Vans “Classic Crew Socks"" 3-Pack Men's White Off The Wall- NWT- Black, Red, Blue",US $14.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,White,Cotton/Polyester/Elastic/Nylon,VANS,,Mid Calf,Solid,,Regular,Classic,9 sold
5Pairs Men Casual Cotton Short Socks Breathable Ankle Low Cut Socks Boat Soc ❤,AU $12.88,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Novelty Socks,Breathable,No,,,,Unbranded,,,Solid,,Regular,,1 sold
12 Pairs Non Elastic Socks for Men Loose top Diabetic socks For Men 6-11 UK,GBP 10.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Non-Elastic Socks,"All Seasons, Breathable, Lightweight",No,"n/a, COLOURED HEEL & TOE",,Cotton Blend,Unbranded,"Everyday, Casual",Long Socks,"Argyle, Diamond, Plain, Striped,",Machine Washable,Regular,Colourful,36 sold
Puma 3-15 Pairs Men's Women's Short Crew Socks Socks Size 39-46 231011001,EUR 9.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,"Baumwollmischung, 78% Cotton, 18% Polyester, 2% Polyamid, 2% Elastha",,,,,,,,28 sold
3 Pair Mens Under Armour Charged Cotton 2.0 Quarter Crew Socks Black White,US $14.72/ea,New without tags,,Athletic,"All Seasons, Arch Support, Breathable, Cushioned, Moisture Wicking",,,,Cotton Blend,Under Armour,,Low Cut,Solid,,Regular,,695 sold
White Cotton Crew Socks in Assorted Stripes Sport Fashion Trend,US $14.95,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Athletic,,,,White,Cotton,Socks Plus,,Mid Calf,Striped,,Regular,,935 sold
Black ANKLE Diabetic Socks Health Men’s & Women's Cotton ALL SIZE Up to 13-15,US $6.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,All Seasons,,,,"Cotton, Polyester",Unbranded,,,Solid,,,Paris,659 sold
SOCKSHOP Men's Comfort Sole Gentle Bamboo Socks in 3 Colours Size 7-11 - 3 Pairs,GBP 6.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,"All Seasons, Antibacterial, Breathable, Cushioned, Lightweight, Moisture Wicking",No,N/A,,Bamboo,SOCKSHOP,Casual,Mid Calf,No Pattern,Machine washable,Regular,"Casual, Everyday Wear",48 sold
24 PACK LADIES MENS COTTON SHORT SOCKS SPORTS LEISURE SOCKS SNEAKER SOCKS,EUR 6.90,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,"80% Baumwolle 15% Polyamid 5% Elastan, Baumwollmischung",,,,,,,,11 sold
"MENS Diabetic Socks Non Elastic 100% Cotton Rich 3, 6, 9, 12 Pairs Size UK 6 -11",GBP 4.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,"Casual Socks, Suite Socks, Dress Socks","Diabetic, Loose Top, Wide, Fresher feet for longer, 100% Cotton, Machine Washable at 30, Suiting Socks, Formal Socks, Casual Socks, All Seasons, Antibacterial, Breathable, Lightweight",No,Does Not Apply,,100% Cotton,GAVENO CAVALIA,"Business, Casual, Formal, Workwear",Mid Calf,"Lining, Stripe",Machine Washable,"UK 6-11, EUR 39-45","Classic, Modern","1,760 sold"
Feetures 3 Pairs Elite Light Cushion No Show Tab Socks Size Large black,US $25.89,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,Cushioned,,,Black,,Feetures!,,No-Show,,,,,12 sold
Mens Vibrant Colour Socks Fashion Stripe Design Pattern Office Everyday Wear LoT,GBP 4.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Design Socks,"All Seasons, Breathable, Lightweight",No,Stripe,,85% Cotton / 12% Polyamid / 3% Elastane,moon_outlet,"Business, Casual, Formal, Workwear",Mid Calf,Striped,Machine Washable,Regular,"Designer, Elegant",50 sold
Men's Designer Socks Cotton Rich Easy Top Comfort And Soft Size UK 6–11,GBP 4.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Dress Socks,"All Seasons, Breathable, Lightweight",No,"Black Panther, Boots",,Cotton,Moon_outlet,Casual,Mid Calf,Striped,Machine Washable,Regular,Designer,6 sold
"Mens Argyle Socks, Cotton Rich Lycra Socks, Size 6-11 socks mens",GBP 7.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Dress Socks,"All Seasons, Antibacterial, Lightweight",No,n/a,,Cotton,HOGANS WHOLESALE,Casual,Mid Calf,Argyle/Diamond,Machine Washable,Regular,Colourful,41 sold
"4 pairs Men Women Premium Bamboo Diabetic Socks Best Cushion Loose Top,AU stock",AU $21.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,Cushioned,,,,Bamboo,Marvellous Melbourne,,,,,Regular,Healthy,17 sold
"3 pairs Loose Top cotton diabetic socks healthy blood flow socks, Black,AU stock",AU $9.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,,Cotton,Loose Top Socks,,,,,Regular,Nature,"1,219 sold"
Stance Maliboo Crew Socks,US $11.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Casual,"Cushioned, Breathable, Arch Support, Seamless Toe Closure",No,,Blackfade,Cotton Blend,Stance,,Crew,,,Regular,,1 sold
3 OR 12 Pairs NAVY BLUE COTTON Gold Star Men's Crew Socks Cushion Sports 10-13,US $6.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Cotton Cushion Crew Socks,Cushioned,No,,NAVY BLUE,Cotton,Gold Star,,Mid Calf,Solid,,Regular,Sports,332 sold
Mens Womens Sports Breathable Tube Long High Socks Knee Warm Casual Footy Soccer,AU $5.98,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Athletic Socks,Breathable,,,,Cotton,Unbranded,,Over the Knee,,,Regular,Sports,243 sold
Stance Gamut Cotton No Show 3 Pack Socks,US $20.90,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Casual,"Cushioned, Breathable, Arch Support, Seamless Toe Closure",No,,,Cotton Blend,Stance,,No Show,,,Regular,,10 sold
3/6 Pairs Alpaca Socks Women's Wool Socks Winter Socks Thick Knitted Socks Warm,EUR 9.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,"Polyester, Baumwolle, Elasthan",,,,,,,,22 sold
"Weatherproof Vintage Men's Crew Socks Wool Blend 10 Pairs, Shoe Size 6-12, Black",US $19.99/ea,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Crew Socks,Cushioned,No,free,Black,wool blend,Weatherproof,,Mid Calf,,Machine Washable,Regular,Outdoor,3 sold
Bowling Strike Lanes Balls Pins Bowl Spare Sport 2 Pairs Men's Foozys Socks,US $14.88/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Casual,"All Seasons, Breathable, Lightweight",,,"1 Pair Grey, 1 Pair Black","88 % Polyester , 10 % Nylon , 2 % Spandex",Foozys,Casual,Crew,Bowling Strike,Machine Washable,Regular,"Bowling, Sports",30 sold
Sealskinz Unisex Foxley Mid Length Quick Dry Active Socks,GBP 13.50,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Outdoor Socks,Breathable,,,,Cotton Blend,Sealskinz,Casual,Ankle,No Pattern,Machine Washable,Regular,,9 sold
"Bombas Socks Unisex Ankle Size Large (Men's 9-13, Women's 10.5-13) 8 Pairs",US $25.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,"All Seasons, Antibacterial, Breathable, Cushioned, Lightweight, Moisture Wicking, Non-Slip",,,Black,"Cotton, Cotton Blend, Polyester",Bombas,"Business, Casual, Formal, Workwear",Low Cut,Solid,,Regular,"Classic, Sports",61 sold
Mens Socks Gift Box Paisley Pattern Navy Blue Bandana Casual - Stocking Stuffer,US $13.90,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Casual,,,,Blue,Cotton Blend,FineFit,,,Paisley,,,Novelty,9 sold
3 PAIRS FOR ONLY £ 10.90 2.13 Tog Insulated Thermal Socks UK 6-11 up 20% OFF ⬇️,GBP 10.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Winter Socks,Thermal,No,N/A,,"Acrylic, Elastane, Nylon, Polyester",warmeez,"Casual, Workwear",Mid Calf,Marl,Machine Washable,Regular,Everyday Socks,7 sold
Pringle Men's Greenlock Mesh Shoe Liners Lightweight and Breathable -3 Pair Pack,GBP 9.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Sneaker Socks,Lightweight,No,N/A,,"Elastane, Polyamide, Man-made Fibres",Pringle,Casual,No-Show,No Pattern,Machine Washable,Regular,"Classic, Summer, Everyday Wear",73 sold
Men Gentle Grip Non Elastic Socks Soft Cotton Comfort UK6-11 EUR 39-45,GBP 8.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday Socks,All Seasons,No,Boots,,75%Cotton 19%Polyester 5%Nylon 1%Elastane,sockshop,Casual,Ankle Socks,,Machine Washable,6/11,Designer,67 sold
Men Women Long Warm Breathable Ski Socks Thicken Winter Sports Socks AU Stock,AU $6.53,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Does not apply,,,,,,Unbranded,,,,,,,37 sold
Mens Sports Ankle Socks Cotton Thick Trainers Socks Breathable Cushioned UK Size,GBP 6.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Sports Ankle Socks,"All Seasons, Breathable, Cushioned, Lightweight, Slip Resistant",No,,,"50% Cotton, 48% Polyester, 2% Spandex",Unbranded,Casual,Low Cut,Mesh,Machine Washable,Regular,Sports,25 sold
3 OR 12 Pairs NAVY BLUE COTTON Gold Star Men's Crew Socks Cushion Sports 10-13,US $6.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Cotton Cushion Crew Socks,Cushioned,No,,NAVY BLUE,Cotton,Gold Star,,Mid Calf,Solid,,Regular,Sports,332 sold
3 Pairs Men Bed Socks Lounge Thick Warm Winter Cosy Feet Brushed Thermal,GBP 4.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Outdoor Socks,Thermal,,Boots,,Acrylic,Fresh Feel,Casual,Mid Calf,No Pattern,Machine Washable,Regular,"Animals, Festival, Outdoor, Ski",50 sold
Nike Tan/Brown Crew Socks 2-Pair DRI-FIT Men's Size 8-12,US $16.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,Cushioned,,,Brown,"Cotton, Nylon, Polyester, Spandex",Nike,,Crew,Solid,,Regular,Logo,2 sold
Feetures 3 Pairs Elite Light Cushion No Show Tab Socks Size MED black,US $25.89,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,Cushioned,,,Black,,Feetures!,,No-Show,,,,,16 sold
5x Pairs Low Cut Socks Cotton Soft Breathable Non-Slip Casual Ankle AU Seller,AU $6.94,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Low Cut Socks,"Non-Slip, Breathable",,,,Cotton,Unbranded,Casual,Low Cut,,,Regular,any theme,91 sold
6 Pairs Mens Cotton Scottish Wire Baroque Leccese 005 Short Sanitary Socks,EUR 15.00,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,,,,,,,,,185 sold
Skechers Mens 3 Pack White Black Invisible Socks No Show Sports 6-11,GBP 4.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,No show,"All Seasons, Lightweight, Moisture Wicking, Non-Slip, Slip Resistant",No,none,,"23% Polyester, 75% Polymide, 2% Elastine",Skechers,"Business, Casual, Formal, Workwear",No-Show,Striped,Machine Washable,Regular,"Sports, Trainers",12 sold
6 Pairs Mens Performance Cotton Cushion Black Crew Athletic Sports Casual Socks,US $16.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,"All Seasons, Arch Support, Breathable, Cushioned, Lightweight, Moisture Wicking, Non-Slip",,,,Cotton,Unbranded,Casual,Crew,Solid,,Regular,"Crew, Outdoor, Sports",103 sold
New Air Max 1 Clot Kiss of Death Dd1870-100 Crew Sport Socks Men,GBP 3.99,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Crew Socks,"Cotton Blend, Colorful",No,"Cotton Blend, Colorful",Multicolor,"Cotton Blend, Colorful",Unbranded,Casual,Mid Calf,,,,"Sports, Colorful",57 sold
Mens BIG FOOT Work Socks Cotten rich Size 11-14,GBP 6.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,"Breathable, Lightweight",No,Black Panther,,Cotton,Moon_outlet,Casual,Mid Calf,No Pattern,Machine Washable,Big & Tall,Outdoor,26 sold
38-44 With Toes Five Finger Socks Sweat Socks Dress Socks With Toes Toe Socks,AU $6.93,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Soft,,,,,,Unbranded,,,,,,,1 sold
"Puma Low Cut Men’s Socks 12 Pairs, Size 6-12",US $26.88,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,Cushioned,,,"White/Grey, Black/Grey","64% Polyester, 22% Cotton, 12% Repreve Polyester, 2% Spandex",PUMA,Casual,Low Cut,,Machine Washable,Regular,Sports,33 sold
12 Pairs NEW LORDS Mens Argyle Dress Socks Cotton Multi-Color Fashion Sz. 10-13,US $9.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress,,,,Multi-Color,Cotton,Lords,,Mid Calf,Argyle,,,Colorful,493 sold
2 | 4 | 6 pairs anti-slip socks men's women's ABS socks stop socks,EUR 8.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,"Baumwolle, Baumwollmischung",,,,,,,,896 sold
5-Pairs Unisex Bombas Mix and Match - Large Ankle Socks-Honeycomb Antimicrobial,US $25.98,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",*,Athletic Socks,"All Seasons, Breathable, Cushioned, Lightweight",No,"Belle, Boy",Multicolor,Cotton,Bombas,"Business, Casual, Formal, Workwear",Low Cut,Solid,,Regular,USA,45 sold
Vannucci Cotton Support Socks KING SIZE Size:13-16 TAUPE. QTY:2,US $14.95,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Compression,Breathable,No,does not apply,TAUPE,Cotton,King,,Mid Calf,,,Regular,Designer,1 sold
"3/6/12 Pairs Men's White/Gray Sports Athletic Cotton Crew Socks Size 9-11,10-13",US $6.99/ea,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,"All Seasons, Breathable, Lightweight",,,White/Gray,"80% Cotton 20% spandex, Cotton",Unbranded,,Crew,Solid,,Regular,Sports,49 sold
Underworks Women'S Sport Mid Crew Socks 3-Pack - Black/Multi Size:5-8,AU $13.79,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Does not apply,,,,,,Underworks,,,,,,,1 sold
