,name,price,condition,toeStyle,style,features,handmade,character,color,material,brand,occasion,sockLength,pattern,garmentCare,sizeType,theme,availability
75,12 Pairs DICKIES Mens Industrial Crew Boot Work Socks Thick Heavy Duty 6 11 LoT,3.7465,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Crew Socks,"All Seasons, Antibacterial, Arch Support, Breathable, Cushioned, Lightweight, Moisture Wicking, Slip Resistant, Thermal",No,Boots,,Cotton Blend,Dickies,"Business, Casual, Formal, Workwear",Mid Calf,No Pattern,Machine Washable,Regular,Designer,76.0
76,Women Opaque Knee High Trousers Pop Up Socks Aurellie Colours 3PACKS & 5PACKS,8.8773,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Knee-High,Breathable,No,No Character,,90% Polyamide 10% Elastane,Aurellie,"Business, Casual, Clubwear, Everyday, Formal, Glamour, Travel, Wedding, Workwear",Knee High,No Pattern,Machine Washable,,"Classic, Colourful, Elegant",1279.0
77,"12,6,3 Pairs DICKIES Mens Industrial Crew Boot Work Socks Thick Heavy Duty lot",2.2225,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,"All Seasons, Breathable, Cushioned",No,Boots,,Cotton Blend,Dickies,Casual,Calf Length,Ribbed leg,Machine Washable,Regular,"Designer, Modern, Paris",539.0
78,Mens Merino Wool Blend Military Work Boot Thick thermal Winter Socks 2.8 Tog,4.0513,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Outdoor Socks,Thermal,No,Boots,,Wool,Comfortos,Casual,Mid Calf,No Pattern,Machine Washable,Regular,"Army, Outdoor",4460.0
79,6-12Pairs Men's Diabetic Over The Calf - Knee High Compression Cotton Crew Socks,7.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Knee Highs,"Breathable, Cushioned",Yes,"Boots, Boy","White, Black , Grey",Cotton,Vinco,"Business, Casual, Formal, Workwear",Over the Calf,Solid,Machine Washable,Big & Tall,Sports,417.0
81,Mens Burlington Fashion Cotton Socks,9.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Fun,All Seasons,,,Multicolor,"68% cotton, 30% Polyamide 2 % Elastane, Cotton",Burlington,,Ankle,,,Regular,,6.0
82,"USA Flag Mens Cotton Socks,American Flag Socks,US National Flag Mans Long SOX",3.29,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,"All Seasons, Breathable",,,Multi-Color,Cotton Blend,Unbranded,Casual,Mid Calf,Geometric,,Regular,USA flag,194.0
83,Mens Combed Cotton Socks Fashion Colourful Funny Novelty Crew Socks Wedding Gift,3.26,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,,,,Multi-Color,Cotton Blend,Unbranded,Workwear,Knee-High,,,Regular,Novelty,655.0
84,Mens Socks 6 Pairs Casual Smart Work Golf Cotton Design Coloured Socks Size 6-11,6.3373,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,"All Seasons, Breathable, Lightweight",,,,"49% Cotton, 48% Polyester and 2% Elastodiene and 1% Elastane",FCO,"Business, Casual, Formal",Mid Calf,Striped,Machine Washable,Regular,,369.0
85,Waterproof Wudhu (Masah) Socks 100% Sharia'h Compliant,15.417800000000002,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Outdoor Socks,"waterproof, wudu, Antibacterial, Breathable",No,,,Nylon,100%,,Mid Calf,,,Regular,,2517.0
86,12 Pairs Mens Warm Thermal Socks Winter Outdoor Work Size UK Thick Heavy Duty,7.594600000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Thermal,"Heavy Bulk Yarn, Long Hair Cushion, Thermal",No,Boots,,80 % Cotton 14 % Polyester 6 % Elastene,Unbranded,"Casual/Workwear, Workwear",Mid Calf,No Pattern,,Regular,"Army, Outdoor",620.0
87,3 Pack Mens Extra Long Knee High Warm Argyle Lambs Wool Socks in Brown or Grey,13.9573,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Formal socks,,,,,Lambswool,Sock Snob,,Long Socks,"Argyle, Diamond",Machine Washable,Regular,,1707.0
88,12 Pairs Men's Plain Black Cotton Rich Luxury Casual Soft Socks Seamless UK 6-11,12.0015,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Dress Socks,"All Seasons, Breathable, Lightweight, Moisture Wicking",No,Plain Black,,"55% Cotton, 43% Polyester, 2%elastane, Cotton",Unbranded,Casual,Mid Calf,No Pattern,Machine Washable,Regular,Classic,71.0
89,"12 9 6 3 Pairs Mens Black Thermal Socks, Thick Warm Work Boot Socks Size 6-11",6.3373,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Outdoor Socks,"All Seasons, Arch Support, Thermal",Yes,"Boots, Spencer",,60% acrylic 40% mixed fibres,IQONEQ,Casual,Low Cut,No Pattern,Machine Washable,Regular,"Novelty, Sports, Space, Outdoor",1026.0
90,Mens Thermal Socks 12 Pairs Cotton Warm Leisure Casual Cushioned Sole Size 6-11,12.6873,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Thermal Socks,Cushioned,,,,"33% Cotton, 66% Polyester and 1% Elastane",The Essentials Wardrobe,"Casual, Business, Workwear",Mid Calf,,Machine Washable,Regular,,550.0
91,Mens Sport Socks 12 Pairs Black Cotton Rich Leisure Cushion Sole Sole Size 6-11,8.8773,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Sports and Leisure Socks,"All Seasons, Cushioned",,,,"59% Cotton, 39% Polyester and 2% Elastane",FCO,Casual,Mid Calf,,Machine Washable,Regular,,2565.0
92,NIKE Everyday Cushioned Socks - 3 PAIRS PACK - ALL STYLES - Crew & Ankle,16.4465,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,Cushioned,,,,,Nike,Casual,,,,,,1160.0
93,Sealskinz Morston Solo QuickDry Ankle Length Socks,14.2875,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Outdoor Socks,Quick Drying,,,,Cotton Blend,Sealskinz,Casual,Ankle,No Pattern,Machine Washable,Regular,,17.0
94,Nike Dri-Fit Mens Ankle Socks Terry Everyday SX7669 6 Pairs Cushioned Gym Sports,22.86,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Ankle Socks,All Seasons,No,,,Cotton Blend,Nike,"Business , Casual , Formal , Workwear",Ankle,No Pattern,Machine Washable,Regular,,36.0
95,2 Pairs Mens Black Winter Thermal Bed Socks Non Slip Fluffy Cosy Warm Size 6-11,7.6073,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,"Lightweight, Non-Slip, Thermal",,,,Polyester,Metzuyan,Casual,Mid Calf,No Pattern,Machine Washable,Regular,,2302.0
96,5 Pairs Mens Camouflage Ankle Cotton Socks Lot Camo Low Cut Sports Crew Socks,9.36,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Ankle Sock,Breathable,,,Multi-Color,Cotton Blend,Unbranded,Casual,Low Cut,Camouflage,,Regular,Novelty,4.0
97,Sport Compression Socks Men Women 20-30 mmHg Athletic Fit Running Anti Fatigue C,1.9758,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Compression,"All Seasons, Breathable, Non-Slip, Slip Resistant",No,,,Nylon,Unbranded,Casual,Mid Calf,Striped,Machine Washable,Regular,,16.0
98,Womens Kids Soft Cushioned INVISIBLE Cotton Ankle Trainer Sports GYM Socks lot,3.7973000000000003,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Sneaker Socks,"Breathable Structure, Stretchable and Soft, All Seasons, Antibacterial, Breathable, Cushioned, Lightweight, Moisture Wicking, Non-Slip",No,Cushioned,,Cotton,MA Hosiery,Casual,Ankle Socks,No Pattern,Machine Washable,Regular,Sports,765.0
99,5 Pairs Mens Cotton Socks Lot Chromatic Stripe Fancy Design Casual Dress Men Sox,14.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Casual,Breathable,,,Multi-Color,Cotton Blend,Unbranded,Casual,Mid Calf,Striped,,Regular,Novelty,225.0
100,3 Pairs Ladies Gentle Grip® Honeycomb Top Soft Non Elastic Non Binding Socks 4-8,8.8773,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Calf Socks,"Honeycomb Top, Gentle Grip, Diabetic, Comfort Grip",No,Sock Shop,,"100% Cotton, Elastane",Sock Shop,,Mid Calf,Various,,,"Pattern, Plain, Colourful, Flower",2932.0
101,12/24 Mens Womens Kids INVISIBLE Ankle Trainer Socks Comfort Cotton Sports lot,5.0673,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday Socks,All Seasons,,,,Cotton,Unbranded,,Trainer Socks,No Pattern,Machine Washable,Regular,Sports,57.0
102,"6 Pairs Of Men's Chunky Long Wool Socks, Thick Outdoor Work Boot Socks, 6-11",12.6365,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Long Wool Socks,,,,,Wool Blend,Sock Stack,,,,Machine Washable,,,631.0
103,Men`s Linen Socks 100% Flax Socks,21.6,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Casual,"All Seasons, Antibacterial, Breathable, Lightweight",No,Natural,Gray-Beige,"Flax / Linen, Flax, Linen",NIK,Casual,Qarter / Anklets,,,Regular,"Natural, Classic",116.0
105,M&S Pack Of 3 Pairs Luxury Premium Egyptian Cotton Socks RRP £15,8.8773,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Everyday Socks,,,,,Cotton,M&S,Casual,,,,Regular,,314.0
106,"EMEM Men's Ribbed Cotton Classic Crew Dress Socks 5-Pack, Big and Tall Available",11.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress,"All Seasons, Breathable, Lightweight",,,,"Cotton Blend, Polyester, Spandex",EMEM Apparel,,Mid Calf,Solid,,Big & Tall,Casual,276.0
107,12 Pairs Mens Soft Organic Bamboo Dress Casual Socks Non Elastic Diabetic 6-11,16.4465,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,Antibacterial,,,,Bamboo,Soxy,Casual,Mid Calf,No Pattern,,Regular,,609.0
108,3 6 12 Men's black socks pairs cotton rich socks men' 6-11 multiple choices,2.4003,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,"Cotton, Suit, Casual, Wool, Thermal, Boot Socks",All Seasons,,,,"Cotton, Wool, Acrylic, Polyester, Cotton",Unbranded,Casual,Mid Calf,,,Regular,Designer,56.0
109,Alpaca Wool Socks for Men Women 2 Pair Pack Thermal Warm Cosy Bed Soft Socks,17.513299999999997,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Thermal Socks,Thermal,No,,,Alpaca,Wonky LIne,Casual,Mid Calf,Solid,Machine Washable,,,145.0
110,Mens 100% Egyptian Cotton Socks | 6 Pairs | Seamless Black Socks in 3 Sizes,15.2273,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,,,Cotton,Sock Snob,Casual,,,,,,1042.0
111,Fashion Mens Cotton Socks Warm Funny Colorful Argyle Diamond Dress Socks 9-12,3.26,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,Breathable,,,Multi-Color,Cotton Blend,Unbranded,Workwear,Crew Length,Argyle,,Big & Tall,Novelty,3950.0
112,Men Cotton Socks Funny Animal Bird Shark Zebra Corn Sea Food Novelty Dress Socks,3.26,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,All Seasons,,,,Cotton Blend,Unbrans,Casual,Mid Calf,Geometric,,Regular,Novelty,1927.0
113,Fashion Boy Mens Socks Cotton Warm Novelty Cartoon Casual Work Long Socks 8-12,3.5305999999999997,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Novelty Socks,"All Seasons, Breathable",Yes,,,Cotton Blend,Unbranded,"Business, Casual, Formal, Workwear",Mid Calf,Geometric,Machine Washable,Big & Tall,"Animals, Biker, Cartoon, Christmas, Colourful, Dad, Festival, Fun, Funny, Hip Hop, Novelty, Outdoor, School",12.0
114,Mens 12 Pairs Socks Black Ankle Cotton Rich Everyday Work Socks Size UK 6-11,11.417300000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,"All Seasons, Lightweight, Breathable",,,,"51% Cotton, 42% Polyester, 5% Nylon and 2% Elastane",FCO,"Business, Casual, Formal",Mid Calf,,Machine Washable,Regular,,1515.0
115,Mens Black Thick Merino Wool LONG SOCKS Thermal Warm 2.4 TOG UK 6-11 EU 39-45,8.2423,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Outdoor Socks,Thermal,No,Boots,,"35% Wool / 33%Polyester / 30% Cotton / 2% Elastan, Cotton, Elastane, Polyester, Wool",HEAT MATE,"Casual, Formal",,,,Regular,Outdoor,151.0
116,1/3/6/12 Pairs Mens Lambs Wool Socks Merino Winter Warm Hiking Work lot UK 6-11,3.4925,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Work Socks,"All Seasons, Lightweight",No,"Not applicable, Boots",,"spandex, Acrylic, Cotton, Polyester, Wool",ITRAT,Casual,Fits Shoe,,Machine Washable,Regular,"Army, Outdoor, Sports",793.0
117,12 Pairs Mens Non Elastic Socks Diabetic Swollen Ankles Loose Soft Top Size 6-11,7.6073,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday Socks,All Seasons,No,Boots,,Lycra Blend,Unbranded,Casual,Ankle Socks,Stripe/Check/Argyle,Machine Washable,Regular,Novelty,198.0
118,6-12 Pairs Mens Non Elastic Diabetic Work Sports Socks Loose Soft Grip Top 6-11,7.6073,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Crew Socks,"All Seasons, Breathable, Cushioned",,Boots,,"Acrylic, Cotton Blend, Polyester",CTL,Casual,Mid Calf,No Pattern,Machine Washable,Regular,"Sports, Diabetic Socks, work",221.0
119,Mens Gentle Grip® Honeycomb Top Soft Non Elastic Diabetic Socks UK 6-11,8.2423,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Non-Elastic,"Soft, Diabetic, Breathable",No,Black,,Cotton,Gentle Grip,"Formal, Workwear",Mid Calf,No Pattern,Machine Washable,Regular,,125.0
120,5/10 Pairs Fashion Mens Socks Lot Crew Ankle Low Cut Casual Bamboo Fiber Sock,9.67,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Casual,"All Seasons, Non-Slip, Breathable",No,Not Applicable,,Bamboo,Unbranded,Casual,Low Cut,Solid,,Regular,Sports,71.0
121,1-12 Pair DICKIES Mens Work Crew Boot Work/Sport Socks Thick Heavy Duty 6-11 Lot,2.5273,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Crew Socks,"All Seasons, Antibacterial, Arch Support, Breathable, Cushioned, Lightweight, Moisture Wicking, Slip Resistant, Thermal",No,Boots,,Cotton Blend,Dickies,"Business, Casual, Formal, Workwear",Mid Calf,No Pattern,Machine Washable,Regular,Designer,42.0
124,Mens Socks 5 Pairs Design Funky Coloured Cotton Fashion Stripes Socks Size 6-11,6.7183,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,"All Seasons, Lightweight",,No Character,,"55% Cotton, 43% Polyester and 2% Elastane",The Essentials Wardrobe,"Business, Casual, Formal",,,Machine Washable,Regular,No Theme,3443.0
125,3 Pack Soxy Football Socks Knee High Rugby Hockey Soccer Sports Mens Boys,11.366499999999998,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Sports Socks,,,Boy,,"97% Polyester, 2% Spandex, 1% Rubber",Soxy,,Long Socks,Plain / Striped,,,Football Sport Socks,697.0
126,STORM BLOC - 4 Pack Mens Cushioned Thick Hiking Work Walking Summer Boot Socks,15.2273,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,Cushioned,,Storm,,"68% Polyester, 26% Cotton, 4% Viscose, 1% Elastodi",Storm Bloc,Casual,,,,Regular,,1946.0
127,🔥1 Pairs Mens Black Sports Athletic Work Crew Cotton Socks Size 9-11 10-13 US,1.78,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress,,,,,Polyester&Cotton,Unbranded,,,Solid,,,Winter,2.0
128,Mens Work Socks Workwear Reinforced Cushion Sole Boot Socks 12 Pairs Size 6-11,13.9573,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Work Socks,"All Seasons, Arch Support, Cushioned, Thermal",,,,"43% Cotton, 56% Polyester, 1% Elastane",FCO,"Workwear, Casual",Mid Calf,,Machine Washable,,,1740.0
129,Men Professional Thicken Socks Sport Basketball Elite Sport Socks Soft 6Colors,1.6891,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,"Breathable, Non-Slip",No,,,"Cotton, Pile Loop",Unbranded,Casual,Mid Calf,Solid,Machine Washable,Regular,,23.0
131,3 Pair Sport Socks Anti Slip W/ Grip Soccer Men Football Basketball Sock Premium,13.89,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,American Football,"All Seasons, Breathable, Non-Slip",,Does not apply,,High Terylene + Spandex + Silicone,Unbranded,,30cm,Striped,,Regular,Sports,1015.0
132,NEW Mens Ladys Socks Novelty Super Hero Groomsman Dress Socks FOR Wedding Gifts,3.6703,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Everyday Socks,,,,,"Acrylic, Polyester",Unbranded,Wedding,Mid Calf,"Novelty, Cartoon",Machine Washable,Big & Tall,Novelty,1027.0
133,Mens Womens Black Cotton Socks 5/3 pairs multipack plain black socks comfortable,2.4003,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress,,,,,Polyester&Cotton,Unbranded,,,Solid,,,Winter,6.0
134,3/6 Pairs Adidas Mens Womens Ankle Trainer Socks Cotton GYM Sports Socks lot,5.0673,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Sport,"Antibacterial, Breathable, Lightweight, Moisture Wicking",,logo,,Cotton,adidas,"Activewear, Everyday, Glamour, Casual",Low Cut,No Pattern,Machine Washable,Regular,"Colourful, Sports",996.0
135,Mens 100% Cotton Soft Diabetic Non Elastic Socks Gentle Grip Comfort UK 6-11,5.0673,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Non-Elastic Socks,"All Seasons, Lightweight",,Boy,,Cotton,Unbranded,Casual,Long Socks,No Pattern,Machine Washable,Regular,Sports,2402.0
136,3 Pairs Mens Merino Wool Socks Outdoor Walking Work Boot thermal Socks soft wear,8.826500000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Thermal Socks,Thermal,No,Boots,,Wool,Fresh socks,Casual,Long Socks,Plain,Machine Washable,Regular,wool socks,922.0
138,12 Pairs Men's Merino Wool Socks Outdoor Walking Work Boot Thermal Socks UK 6-11,8.8773,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Thermal Socks,"work socks, Thermal",,Boots,,Merino Wool,FreshFeel,Casual,Mid Calf,PLAIN,Machine Washable,Regular,Outdoor,835.0
139,Socks Round Silicone Suction Cup Football Socks Grip Anti Slip Soccer Socks,4.6609,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Socks,,,,,,Unbranded,,,,,,,104.0
142,Adidas Men's 3 Stripe Cushioned Crew 3 Pack Socks / Black / RRP £13,6.35,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,Cushioned,,,,Cotton,adidas,Casual,Mid Calf,Striped,,Regular,"Logo, Sports",369.0
144,Mens Combed Cotton Socks Funny Colorful Argyle Diamond Dress Socks 9 Colors 9-12,3.26,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,,,,Multi-Color,Cotton Blend,Unbranded,Workwear,Knee-High,Check,,Big & Tall,Novelty,169.0
